PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
222,3/10/2020,3:34:12 PM,7,2,"Javier, Cristian",664299,Right,HOU,"Rivera, Rene",425784,Right,NYM,Undefined,8,Top,2,0,1,Undefined,Fastball,InPlay,Undefined,LineDrive,Single,0,1,,92.2221893,-1.269472198,-1.99942619,2369.354761,216.4333731,1:15,5.707906296,1.324258891,6.411335899,-15.44766365,16.60444678,12.27903445,3.252695137,0.50872743,84.35097437,-4.197037161,0.33207617,0.407473935,83.10935613,16.91655363,-6.354347142,676.1981541,109.4622659,23.77517156,-10.86242711,232.7263126,232.5877409,-6.080401198,2.540429077,-7.298581566,9.473988105,-1.187229798,50,5.610128185,4.313356197,-134.2676895,-3.447744799,-13.3335356,28.86753676,-14.8663352,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,20aa75ed-6306-11ea-bc5a-d43b046e0121
223,3/10/2020,3:35:53 PM,8,1,"Javier, Cristian",664299,Right,HOU,"Parker, Jarrett",592620,Left,NYM,Undefined,8,Top,2,0,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.79873621,0.684504694,-2.178049904,2746.263919,63.46185903,8:00,5.572275336,1.770417501,5.833960246,-51.77580069,-4.762196201,-9.44707573,1.894266624,-1.042006402,71.43091456,-8.923968141,-3.943322897,0.493495609,,,,,,,,,,,,4.513585175,-2.73567082,-1.587401203,50,5.597400362,4.519617384,-111.7651795,-0.137532964,5.748698878,18.83825722,-35.65831819,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,57ce476a-6306-11ea-bc5a-d43b046e0121
224,3/10/2020,3:36:20 PM,8,2,"Javier, Cristian",664299,Right,HOU,"Parker, Jarrett",592620,Left,NYM,Undefined,8,Top,2,1,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.10233467,0.049824328,-2.353625046,2364.823991,217.1813738,1:15,5.639834547,1.578263519,6.278756503,-18.85719951,13.27667275,10.09365946,4.114357968,0.249088007,84.62209231,-3.508573293,-0.447812623,0.407993317,,,,,,,,,,,,-6.121295875,7.237022369,-1.409775663,50,5.634219052,5.195399946,-134.1165295,-0.475514893,-11.22384193,27.19022667,-18.90444082,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,69b39b90-6306-11ea-bc5a-d43b046e0121
225,3/10/2020,3:36:41 PM,8,3,"Javier, Cristian",664299,Right,HOU,"Parker, Jarrett",592620,Left,NYM,Undefined,8,Top,2,2,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.61364977,-1.230879464,-1.371596709,1985.86457,213.9534958,1:15,5.545347147,1.707819445,6.262826197,-16.2702284,15.30515721,10.3253843,3.05427833,1.303586291,85.77150196,-4.28574177,0.571669141,0.404432315,,,,,,,,,,,,-5.952161772,8.631753828,-1.611542388,50,5.446182973,2.902253256,-134.9643152,-3.419531115,-11.13229425,25.52442033,-16.03012855,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,72a64544-6306-11ea-bc5a-d43b046e0121
226,3/10/2020,3:37:03 PM,8,4,"Javier, Cristian",664299,Right,HOU,"Parker, Jarrett",592620,Left,NYM,Undefined,8,Top,2,3,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.36206904,-1.82228236,-2.366216108,2111.818092,214.0263299,1:15,5.550952309,1.624121323,6.315124326,-15.88774912,15.83748373,10.7132499,2.546721838,0.336457542,85.56190865,-4.805914785,-0.349449635,0.405390836,,,,,,,,,,,,-6.408690459,9.076735412,-1.456461776,50,5.409975014,5.22067355,-134.4974538,-4.782530188,-11.90788072,25.24265538,-15.30871806,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,848b974e-6306-11ea-bc5a-d43b046e0121
227,3/10/2020,3:37:26 PM,8,5,"Javier, Cristian",664299,Right,HOU,"Parker, Jarrett",592620,Left,NYM,Undefined,8,Top,2,3,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,92.90434151,-2.020344295,-1.971122747,2233.351196,215.2055384,1:15,5.579838481,1.634091799,6.447392994,-15.60379901,15.78134601,11.15562037,2.421656873,0.752233574,85.53768279,-4.966633764,0.141965981,0.40321213,100.3818692,14.83988784,-32.38859789,3890.59862,85.83225085,23.17803391,-68.79512209,278.5551955,258.5567576,-47.29253716,2.622111206,-6.636861769,9.19113778,-1.499748972,50,5.429695865,4.314037966,-135.2715972,-5.252361004,-12.38437394,27.55518206,-15.02339947,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,945899a5-6306-11ea-bc5a-d43b046e0121
228,3/10/2020,3:38:09 PM,8,6,"Javier, Cristian",664299,Right,HOU,"Parker, Jarrett",592620,Left,NYM,Undefined,8,Top,2,3,2,Undefined,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,93.49230481,-2.218360845,-2.022318658,2290.902327,199.3455833,12:45,5.59151589,1.520130397,6.569375377,-10.88152604,20.30166431,7.137972764,2.649255937,0.260687035,85.0495135,-4.291142042,-0.659617171,0.401912757,78.36518451,29.20789262,15.08961269,1529.01965,105.9760332,49.26863931,29.47866822,263.4241063,258.8670008,15.76882182,4.013627319,-4.54144611,11.88367988,-1.384424164,50,5.434544565,4.591445996,-136.0347098,-5.596123946,-8.467614043,31.23208403,-10.01669774,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,af1b2262-6306-11ea-bc5a-d43b046e0121
229,3/10/2020,3:40:44 PM,1,1,"Payano, Pedro",622797,Right,NYM,"Bregman, Alex",608324,Right,HOU,Undefined,8,Bottom,0,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.03536023,-3.06830622,-3.266579745,2129.376506,229.7543023,1:45,6.382179902,1.098063225,6.775367077,-20.0302472,11.70798005,13.86738569,1.904602676,-0.731712434,84.77057059,-6.864601886,-0.624177782,0.40547385,,,,,,,,,,,,-8.574169756,7.321991966,-0.890950095,50,6.174437475,7.247054354,-133.8102302,-7.74779036,-15.62603042,27.47677842,-18.83005462,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,08935fae-6307-11ea-bc5a-d43b046e0121
230,3/10/2020,3:40:58 PM,1,2,"Payano, Pedro",622797,Right,NYM,"Bregman, Alex",608324,Right,HOU,Undefined,8,Bottom,0,1,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.24624939,-0.119553856,-1.816705305,2560.98894,78.51062208,8:30,6.208227657,1.314351297,6.006909022,-41.86551708,-1.029912628,-4.878095602,2.608631042,-0.77560995,75.97260076,-7.944732468,-2.734046788,0.459929231,,,,,,,,,,,,2.150413847,-0.525160897,-1.169183622,50,6.17579442,3.941206496,-119.7267401,-1.483227829,3.130640758,22.47207769,-32.93859446,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,110a1679-6307-11ea-bc5a-d43b046e0121
231,3/10/2020,3:41:13 PM,1,3,"Payano, Pedro",622797,Right,NYM,"Bregman, Alex",608324,Right,HOU,Undefined,8,Bottom,0,1,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,92.68141633,-2.443730883,-1.750960702,2155.152263,214.049047,1:15,6.459149095,0.975434465,6.639770141,-15.16327219,16.43180937,11.12394717,2.956403801,0.299284074,84.58050985,-5.328646121,0.374362636,0.404558433,70.7690792,44.22721153,161.190491,4599.233254,-107.4757145,55.4006051,23.42927493,199.8996752,50.8700586,170.9917825,3.37473938,-6.672435312,9.815736424,-0.862066088,50,6.288090721,3.800246208,-134.8833059,-6.199498401,-12.25215075,30.23799473,-14.1500623,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,1a444231-6307-11ea-bc5a-d43b046e0121
232,3/10/2020,3:41:34 PM,1,4,"Payano, Pedro",622797,Right,NYM,"Bregman, Alex",608324,Right,HOU,Undefined,8,Bottom,0,1,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,93.05221752,-4.458005229,-0.743214565,2201.870359,224.896302,1:30,6.457022559,0.924344526,6.83171415,-16.04195167,15.0359022,15.01068895,1.046167944,1.497425932,85.60536841,-7.48842431,2.127616662,0.401233354,,,,,,,,,,,,-8.576601642,9.607968923,-0.882449546,50,6.165011275,1.334621024,-135.2670257,-10.99584198,-15.91695054,29.0463099,-14.34302731,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,259b8326-6307-11ea-bc5a-d43b046e0121
233,3/10/2020,3:41:53 PM,1,5,"Payano, Pedro",622797,Right,NYM,"Bregman, Alex",608324,Right,HOU,Undefined,8,Bottom,0,2,2,Undefined,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,82.69737102,-1.062092089,-2.236624462,2564.861387,116.7512711,10:00,6.249741615,1.451194775,6.193554809,-38.56017681,1.802354289,-3.650894925,2.055133818,-0.918687346,76.00013751,-8.30398143,-2.927374658,0.457257371,52.03017971,-15.83387105,137.178563,,,,,8.649056419,8.649056419,118.955356,0.13114502,1.347801422,1.289700062,-1.281189149,50,6.150321058,4.80289768,-120.3167581,-3.328271643,1.968792936,24.10450065,-30.29012684,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,2e8e2dcd-6307-11ea-bc5a-d43b046e0121
234,3/10/2020,3:42:14 PM,1,6,"Payano, Pedro",622797,Right,NYM,"Bregman, Alex",608324,Right,HOU,Undefined,8,Bottom,0,2,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.27402955,-1.572316192,-2.321453523,2654.360678,60.24945758,8:00,6.127578328,1.427556439,6.221868941,-41.1966104,-1.901306802,-3.261882517,1.242369016,-0.987188508,77.70233864,-9.242693234,-2.934734515,0.451171692,,,,,,,,,,,,1.199220403,-0.644352294,-1.252512388,50,5.989216861,5.008764758,-121.2365969,-4.51687473,1.803420259,21.39486623,-33.14304306,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,3e6bde77-6307-11ea-bc5a-d43b046e0121
235,3/10/2020,3:42:34 PM,1,7,"Payano, Pedro",622797,Right,NYM,"Bregman, Alex",608324,Right,HOU,Undefined,8,Bottom,0,3,2,Undefined,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,93.62248137,-0.452908616,-3.21645669,2320.52288,228.5157576,1:30,6.010424487,1.667328009,6.525796344,-18.50691625,12.08990738,13.70526388,4.052071044,-0.144077303,86.75659565,-3.944331213,-0.629983869,0.398116053,,,,,,,,,,,,-8.285319376,6.753013392,-1.450131046,50,5.970749346,7.243667298,-136.3508582,-1.645089793,-15.84568542,25.51628493,-19.25890057,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,4966294d-6307-11ea-bc5a-d43b046e0121
236,3/10/2020,3:43:18 PM,2,1,"Payano, Pedro",622797,Right,NYM,"Wrenn, Stephen",642227,Right,HOU,Undefined,8,Bottom,0,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,93.96799131,-1.862391105,-1.400905531,2266.527554,232.2069722,1:45,6.42183906,1.085531521,6.351675655,-18.89964955,12.06031097,15.58950348,3.13174858,1.09511292,86.0799528,-5.432287611,1.557219509,0.400471595,,,,,,,,,,,,-8.937503372,7.130582166,-0.991503416,50,6.277975508,2.855817418,-136.7951193,-5.042895152,-16.93782516,30.13592638,-18.66059306,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,643e25f6-6307-11ea-bc5a-d43b046e0121
237,3/10/2020,3:43:45 PM,2,2,"Payano, Pedro",622797,Right,NYM,"Wrenn, Stephen",642227,Right,HOU,Undefined,8,Bottom,0,1,0,Undefined,ChangeUp,InPlay,Undefined,FlyBall,Out,1,0,,83.33668034,-2.432550411,-2.533762138,1955.101174,220.4182068,1:15,6.435075803,1.15746762,6.962968611,-22.3469013,16.08172391,13.72620408,2.356555456,-0.005034767,76.63559043,-6.690270297,0.096240184,0.446168538,87.06070305,49.10476539,5.887812219,5488.073803,107.7929121,114.8607222,21.92399856,251.6415527,90.92669206,16.29085788,5.816525269,-8.381030764,9.674320281,-1.005846734,50,6.276809098,5.034660898,-121.3224353,-5.702807416,-12.52008754,23.22950404,-17.72196739,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,75672aaa-6307-11ea-bc5a-d43b046e0121
238,3/10/2020,3:44:26 PM,3,1,"Payano, Pedro",622797,Right,NYM,"Adams, Jake",676605,Right,HOU,Undefined,8,Bottom,1,0,0,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.54419705,-0.678621378,-2.155229212,2591.936225,90.77755417,9:00,6.111455753,1.308535719,6.323639627,-38.94579372,0.029689715,-4.887768661,2.24061778,-1.084278541,77.49435811,-7.979567587,-3.077482373,0.449331922,,,,,,,,,,,,2.116127671,0.191727536,-1.149040195,50,6.043152574,4.716975783,-121.6717922,-2.542002737,3.193877197,22.34570106,-31.88467367,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,8808cd30-6307-11ea-bc5a-d43b046e0121
239,3/10/2020,3:44:51 PM,3,2,"Payano, Pedro",622797,Right,NYM,"Adams, Jake",676605,Right,HOU,Undefined,8,Bottom,1,1,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,92.84434584,-3.081030581,-1.388416767,2189.035532,228.9141682,1:45,6.438903423,1.00687813,6.408287804,-18.90216474,12.59952328,14.4842859,2.027655057,0.937230705,85.72481663,-6.632121788,1.353449601,0.403960063,,,,,,,,,,,,-8.30273056,7.704999284,-0.914469788,50,6.209855769,2.82806826,-135.1069117,-7.857147479,-15.45830722,27.43197781,-17.82861783,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,99ee1f3a-6307-11ea-bc5a-d43b046e0121
240,3/10/2020,3:45:24 PM,3,3,"Payano, Pedro",622797,Right,NYM,"Adams, Jake",676605,Right,HOU,Undefined,8,Bottom,1,1,1,Undefined,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,92.93140869,-1.610103241,-1.458772852,2099.660606,242.6450471,2:00,6.288144703,1.106817131,6.873376692,-22.36171921,8.619636979,16.71731798,2.95665006,1.170378788,85.33640939,-5.870944297,1.742477515,0.400609949,62.6126486,-0.629585074,-44.09005613,3477.601259,,,,33.0516846,31.98949977,-46.30042544,0.363511353,-9.743725743,5.260620967,-1.020673458,50,6.17792304,2.985066729,-135.4180512,-4.427661831,-18.10815278,29.34381924,-22.39748765,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,abd3724a-6307-11ea-bc5a-d43b046e0121
241,3/10/2020,3:46:03 PM,3,4,"Payano, Pedro",622797,Right,NYM,"Adams, Jake",676605,Right,HOU,Undefined,8,Bottom,1,1,2,Undefined,Slider,InPlay,Undefined,LineDrive,Single,0,0,,83.39133049,-0.21253322,-1.336809258,2381.876988,87.18085135,9:00,6.090858998,1.378781804,6.215397602,-39.56868494,-0.209950899,-3.512058077,2.597309375,-0.147590749,77.02039665,-7.641082946,-2.000046466,0.451535685,103.3639157,11.39757017,-19.1844603,1307.54202,101.737015,15.6578117,-41.82705518,242.3701134,241.8815612,-26.45234483,2.017485962,1.556976881,-0.05757178,-1.277045865,50,6.054983716,2.935415313,-121.4650415,-1.587617945,2.334441247,22.99083114,-32.26036836,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,c6ab6ef8-6307-11ea-bc5a-d43b046e0121
242,3/10/2020,3:46:48 PM,4,1,"Payano, Pedro",622797,Right,NYM,"Duarte, Osvaldo",650560,Right,HOU,Undefined,8,Bottom,1,0,0,Undefined,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,93.63576843,-2.121841432,-1.274305752,2114.410332,236.2853368,2:00,6.404938693,0.965626366,6.488492824,-21.24887453,9.619787239,14.45976323,2.685111502,1.000682555,86.32413984,-6.130056608,1.469083353,0.399880678,59.51065231,12.5353838,-23.6827786,576.6369986,,,,99.05252138,98.0213511,-25.09713483,1.292073364,-8.292165128,5.850570541,-0.882891984,50,6.246792432,2.59163417,-136.371371,-5.703165519,-15.70322839,28.41083022,-21.09457245,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,e1836b8d-6307-11ea-bc5a-d43b046e0121
243,3/10/2020,3:47:35 PM,5,1,"Payano, Pedro",622797,Right,NYM,"Ritchie, Jamie",657739,Right,HOU,Undefined,8,Bottom,2,0,0,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.55965622,-2.241876123,-2.423244966,2409.813152,91.56937516,9:00,6.160441933,1.15980573,6.204813865,-39.1660355,0.092018059,-4.705862691,0.824697615,-1.470065577,77.6743155,-9.534347736,-3.309452885,0.450957797,,,,,,,,,,,,1.927941283,0.638618923,-0.975688971,50,5.972282172,5.279877968,-121.5552223,-5.893171365,2.900493471,22.59536417,-31.21327759,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,fc5b6833-6307-11ea-bc5a-d43b046e0121
244,3/10/2020,3:48:04 PM,5,2,"Payano, Pedro",622797,Right,NYM,"Ritchie, Jamie",657739,Right,HOU,Undefined,8,Bottom,2,1,0,Undefined,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.313663,-1.263177047,-1.984480816,1892.144833,226.7332986,1:30,6.422146067,1.073055544,7.128420417,-24.79747966,13.97589591,14.88687091,3.20940882,0.513446109,76.26165555,-5.991930208,0.866516027,0.4481654,,,,,,,,,,,,-8.872120433,8.180333624,-0.961111889,50,6.33970668,3.813228989,-120.037567,-3.224816558,-13.07971448,20.97072461,-20.11420007,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,0e40bb54-6308-11ea-bc5a-d43b046e0121
245,3/10/2020,3:48:30 PM,5,3,"Payano, Pedro",622797,Right,NYM,"Ritchie, Jamie",657739,Right,HOU,Undefined,8,Bottom,2,1,1,Undefined,Fastball,HitByPitch,Undefined,Undefined,Undefined,0,0,,92.74133301,-1.017104488,-0.226459459,2202.194938,226.3555476,1:30,6.458736063,0.941493119,6.797539942,-18.21093731,12.75508084,13.40388933,4.012902482,1.851829019,85.62183756,-4.475421191,2.327057063,0.400510771,,,,,,,,,,,,-7.514358256,7.3546306,-0.932049676,50,6.385973955,0.15450718,-135.2549972,-2.917690212,-14.03441789,27.22918506,-18.43795084,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,1dff7056-6308-11ea-bc5a-d43b046e0121
246,3/10/2020,3:49:42 PM,6,1,"Payano, Pedro",622797,Right,NYM,"Ferguson, Drew",664916,Right,HOU,Undefined,8,Bottom,2,0,0,Undefined,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.17543635,-0.953839176,-2.460059675,1946.252236,234.1323072,1:45,6.434983007,1.226716016,6.808040156,-27.3665541,12.57006201,17.43742395,3.28330994,0.433997133,75.07861642,-6.178908186,0.882854089,0.454838428,,,,,,,,,,,,-10.4478368,7.293258215,-1.074784365,50,6.363050111,4.708771907,-119.6569974,-2.672010603,-15.08082535,24.03841952,-21.64666806,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,43f0b492-6308-11ea-bc5a-d43b046e0121
247,3/10/2020,3:50:05 PM,6,2,"Payano, Pedro",622797,Right,NYM,"Ferguson, Drew",664916,Right,HOU,Undefined,8,Bottom,2,0,1,Undefined,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,82.97281159,-2.979463219,-3.911246428,1977.71287,234.7779077,1:45,6.296002026,1.102472477,7.147685708,-25.3579743,13.28364813,18.86682666,1.473412343,-0.876084054,76.33432458,-7.819855399,-0.286694922,0.447403312,,,,,,,,,,,,-11.71774175,8.313269892,-0.879373276,50,6.113054983,7.810512475,-120.6059354,-6.877141371,-17.287827,23.09191216,-19.90902559,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,55d607ba-6308-11ea-bc5a-d43b046e0121
248,3/10/2020,3:50:39 PM,6,3,"Payano, Pedro",622797,Right,NYM,"Ferguson, Drew",664916,Right,HOU,Undefined,8,Bottom,2,1,1,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.39691175,-1.120947736,-2.783590756,,79.88058707,8:45,6.176406622,1.390197915,6.289643821,-40.44034655,-0.392811087,-1.989937034,1.772177028,-1.342468898,76.76559426,-8.671553366,-3.157991499,0.455469621,,,,,,,,,,,,0.393564823,0.064642653,-1.184555052,50,6.074061736,5.888010715,-119.9495792,-3.486472232,0.579292263,20.96654493,-32.07890035,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,67bb5b9f-6308-11ea-bc5a-d43b046e0121
249,3/10/2020,3:51:10 PM,6,4,"Payano, Pedro",622797,Right,NYM,"Ferguson, Drew",664916,Right,HOU,Undefined,8,Bottom,2,1,2,Undefined,Slider,InPlay,Undefined,FlyBall,Out,1,0,,81.50125165,-0.154168709,-0.633113112,2471.181088,137.0370523,10:30,6.129103119,1.342824047,6.198438107,-39.28460642,1.831342231,-1.741544084,2.713079408,0.613309169,75.42286418,-7.522652848,-0.96168065,0.461505282,78.39101475,44.28585646,-8.192011143,3357.284337,109.0756043,89.86490537,-14.23055136,244.6020497,87.61059711,-5.460520082,5.147494507,0.783780511,1.037274386,-1.294413244,50,6.097503494,1.361478286,-118.7550868,-1.429202638,1.126349857,21.39686923,-30.68340948,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,79a0ade0-6308-11ea-bc5a-d43b046e0121
250,3/10/2020,3:54:13 PM,1,1,"Ivey, Tyler",663959,Right,HOU,"Moroff, Max",621559,Left,NYM,Undefined,9,Top,0,0,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,90.92207042,-2.839810882,-3.255526971,2270.413099,194.3646788,12:30,6.409627017,2.308483332,6.908370246,-14.4993445,17.79357162,4.564698007,2.609091366,-0.278827805,83.75863135,-5.595314388,-2.385191362,0.409001735,78.35350538,-10.66108629,173.7055282,,,,,10.75542493,1.010367965,171.1303606,0.114033813,-3.394520283,10.67980328,-2.105910968,50,6.225930983,7.399785097,-132.2574624,-6.962327052,-6.052508962,26.45199851,-13.13170982,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,e500a072-6308-11ea-bc5a-d43b046e0121
251,3/10/2020,3:54:35 PM,1,2,"Ivey, Tyler",663959,Right,HOU,"Moroff, Max",621559,Left,NYM,Undefined,9,Top,0,0,1,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.46450261,-1.330454954,-3.347442311,2106.299519,130.2506159,10:15,6.451198467,2.119641277,6.631640783,-34.45118235,3.185953948,-3.80511906,2.360017136,-1.265318009,78.60970309,-7.803718712,-4.066663964,0.441549914,,,,,,,,,,,,1.27238856,2.091009048,-1.891836233,50,6.346736493,7.29329622,-122.9476449,-3.78413187,1.968186877,21.96278621,-28.93958332,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,f6e5f3aa-6308-11ea-bc5a-d43b046e0121
252,3/10/2020,3:54:51 PM,1,3,"Ivey, Tyler",663959,Right,HOU,"Moroff, Max",621559,Left,NYM,Undefined,9,Top,0,1,1,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.22397467,4.827375845,-0.344420815,2527.528844,4.446840331,6:15,6.651026127,2.105591526,6.047743153,-73.16690016,-19.07615594,-1.479563537,5.032825612,1.663484977,65.46757865,-9.004626444,-0.625866001,0.529337908,,,,,,,,,,,,0.694094238,-11.95140466,-2.078044359,50,6.987942426,0.666613194,-104.6932396,6.999031017,0.758319711,20.25311993,-45.23133274,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,ffd89d17-6308-11ea-bc5a-d43b046e0121
253,3/10/2020,3:55:04 PM,1,4,"Ivey, Tyler",663959,Right,HOU,"Moroff, Max",621559,Left,NYM,Undefined,9,Top,0,2,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,89.88906939,-2.420578213,-3.412394984,2165.801269,192.8614929,12:30,6.463378552,2.25431874,6.924214192,-15.96316561,17.02694481,3.894731308,2.924358646,-0.531208293,82.86623419,-5.454964807,-2.670078337,0.413393271,,,,,,,,,,,,-3.056238373,10.14285096,-2.04257138,50,6.306210567,7.694914631,-130.7851015,-5.962792731,-5.331773164,25.71581994,-14.47929639,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,08cb469d-6309-11ea-bc5a-d43b046e0121
254,3/10/2020,3:55:35 PM,1,5,"Ivey, Tyler",663959,Right,HOU,"Moroff, Max",621559,Left,NYM,Undefined,9,Top,0,2,2,Undefined,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,72.27590631,2.805035298,-2.446026581,2517.794604,11.353422,6:30,6.718006742,2.180066481,6.52547971,-68.73644994,-15.96181587,-3.195002127,3.567407499,-0.33126471,66.09306475,-10.24388939,-3.057196545,0.522858453,,,,,,,,,,,,0.988013943,-9.7342987,-2.008943921,50,6.883094756,4.55968554,-105.0222659,3.570606865,1.087894464,20.13097113,-42.89240911,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,1ab099bc-6309-11ea-bc5a-d43b046e0121
255,3/10/2020,3:56:11 PM,2,1,"Ivey, Tyler",663959,Right,HOU,"Fargas, Johneshwy",641561,Right,NYM,Undefined,9,Top,1,0,0,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.12462834,0.376714688,-2.127470358,2116.064592,53.47867387,7:45,6.518397062,2.274741142,6.561238504,-52.4275903,-6.39857494,-8.582009063,2.494996065,-0.3915036,70.73377061,-9.556227988,-3.767091121,0.488300716,,,,,,,,,,,,4.094020861,-3.66182331,-2.124793291,50,6.521913804,4.37967377,-112.2515375,-0.542524329,5.165471417,22.43188453,-36.79421154,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,2c95ecef-6309-11ea-bc5a-d43b046e0121
